Question_ID,Skill_ID_List,Content,Options,Answer,Difficulty,Explanation
Q4.051,"4.2_BaoVeDuLieu",Hãy cho biết điểm yếu của thuật toán mã hóa đối xứng là gì?,"['A. Khó khăn trong việc phân phối và duy trì một khóa đơn an toàn giữa nhiều người dùng.', 'B. Tốc độ mã hóa và giải mã chậm hơn so với thuật toán bất đối xứng.', 'C. Mức độ bảo mật thấp hơn so với thuật toán băm.', 'D. Không thể được sử dụng để tạo chữ ký số.']",A,Medium,
Q4.052,"4.2_BaoVeDuLieu",Hãy cho biết kỹ thuật mã hóa bất đối xứng (asymmetric cryptography) sử dụng loại khóa nào để mã hóa một thông điệp trước khi gửi cho bên nhận?,"['A. Khóa công khai (public key) của người nhận.', 'B. Khóa riêng tư (private key) của người gửi.', 'C. Khóa riêng tư (private key) của người nhận.', 'D. Khóa công khai (public key) của người gửi.']",A,Medium,
Q4.053,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến chữ ký số (digital signature)?,"['A. Xác minh người gửi, ngăn người gửi từ chối tin nhắn và chứng minh tính toàn vẹn của tin nhắn.', 'B. Mã hóa toàn bộ nội dung của tin nhắn để đảm bảo tính bí mật.', 'C. Ẩn danh tính của người gửi để bảo vệ quyền riêng tư.', 'D. Tăng tốc độ gửi và nhận tin nhắn điện tử.']",A,Medium,
Q4.054,"4.1_MoiDeDoa",Bên gửi sử dụng loại khóa nào để tạo chữ ký số cho một tài liệu?,"['A. Khóa riêng tư của người gửi.', 'B. Khóa công khai của người nhận.', 'C. Khóa công khai của người gửi.', 'D. Khóa riêng tư của người nhận.']",A,Medium,
Q4.055,"4.2_BaoVeDuLieu",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến mã hóa toàn bộ đĩa (Full-disk encryption)?,"['A. Bảo vệ tất cả dữ liệu trên ổ cứng, bao gồm cả việc ngăn chặn truy cập bằng cách khởi động từ hệ điều hành khác.', 'B. Tốc độ mã hóa nhanh hơn và tốn ít tài nguyên hệ thống hơn.', 'C. Cho phép người dùng lựa chọn các tệp cụ thể để mã hóa.', 'D. Không yêu cầu người dùng phải nhớ mật khẩu để giải mã.']",A,Medium,
Q4.056,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến Sharenting?,"['A. Cha mẹ chia sẻ quá nhiều thông tin về con cái trên mạng, tạo ra dấu chân số cho đứa trẻ.', 'B. Chia sẻ mật khẩu tài khoản với bạn bè và gia đình.', 'C. Hành vi chia sẻ tin tức giả mạo một cách vô ý.', 'D. Sử dụng chung một thiết bị để truy cập nhiều tài khoản khác nhau.']",A,Medium,
Q4.057,"4.2_BaoVeDuLieu",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ The Privacy Paradox?,"['A. Bày tỏ sự lo ngại về quyền riêng tư nhưng hành động lại không phản ánh điều đó.', 'B. Sẵn sàng trả tiền để bảo vệ quyền riêng tư của mình.', 'C. Không quan tâm đến quyền riêng tư và chia sẻ mọi thông tin cá nhân.', 'D. Chỉ quan tâm đến quyền riêng tư của bản thân mà không tôn trọng quyền riêng tư của người khác.']",A,Medium,
Q4.058,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Pig Butchering Scams?,"['A. Lừa đảo tình cảm và lừa đảo đầu tư.', 'B. Lừa đảo qua điện thoại và lừa đảo qua email.', 'C. Đánh cắp danh tính và tấn công bằng mã độc.', 'D. Giả mạo trang web và tạo tin tức giả.']",A,Medium,
Q4.059,"4.1_MoiDeDoa",Hãy cho biết điểm khác nhau cơ bản giữa misinformation và disinformation là gì?,"['A. Misinformation là lan truyền thông tin sai nhưng không có ác ý, trong khi Disinformation là cố tình tạo và lan truyền thông tin sai.', 'B. Misinformation là thông tin sai về khoa học, trong khi Disinformation là thông tin sai về chính trị.', 'C. Misinformation được lan truyền qua email, trong khi Disinformation được lan truyền qua mạng xã hội.', 'D. Không có sự khác biệt, hai thuật ngữ này có thể dùng thay thế cho nhau.']",A,Medium,
Q4.060,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến phương pháp kiểm chứng thông tin SIFT?,"['A. Dừng lại (Stop), Điều tra nguồn tin (Investigate the source), Tìm các nguồn tin khác (Find better coverage), và Truy tìm lại các trích dẫn (Trace claims).', 'B. Chia sẻ, Thích, Bình luận và Theo dõi.', 'C. Quét, Nhận dạng, Lọc và Tin tưởng.', 'D. Tìm kiếm, Phân tích, Tổng hợp và Báo cáo.']",A,Medium,
Q4.061,"4.3_SucKhoeSo",Hãy cho biết lựa chọn nào dưới đây mô tả đầy đủ và chính xác nhất liên quan đến sức khỏe số (Digital Health)?,"['A. Trạng thái khỏe mạnh về thể chất, tâm lý và xã hội trong mối quan hệ tương tác với công nghệ kỹ thuật số.', 'B. Khả năng sử dụng thành thạo các thiết bị công nghệ mới nhất.', 'C. Việc sử dụng các ứng dụng y tế trên điện thoại thông minh để theo dõi sức khỏe.', 'D. Việc hoàn toàn từ bỏ công nghệ để bảo vệ sức khỏe.']",A,Medium,
Q4.062,"4.3_SucKhoeSo",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến sức khỏe số?,"['A. Sức khỏe thể chất, sức khỏe tâm lý và cảm xúc, sức khỏe xã hội.', 'B. Sức khỏe tài chính, sức khỏe nghề nghiệp, sức khỏe tinh thần.', 'C. An toàn thiết bị, an toàn dữ liệu, an toàn mạng.', 'D. Kỹ năng công nghệ, nhận thức kỹ thuật số, trách nhiệm công dân số.']",A,Medium,
Q4.063,"4.1_MoiDeDoa",Hội chứng thị giác máy tính (CVS) gây ra các triệu chứng nào dưới đây?,"['A. Mỏi mắt, nóng rát, đau đầu, nhìn mờ, và đau vai gáy.', 'B. Tăng cân, béo phì và các bệnh về tim mạch.', 'C. Mất ngủ, khó tập trung và hay cáu kỉnh.', 'D. Hội chứng ống cổ tay và đau lưng.']",A,Medium,
Q4.064,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Text Neck?,"['A. Sử dụng chuột máy tính liên tục gây căng cơ vai và cổ.', 'B. Gõ bàn phím máy tính quá nhiều gây mỏi cơ cổ.', 'C. Ngồi sai tư thế khi làm việc với máy tính để bàn.', 'D. Tư thế cúi đầu xem điện thoại trong thời gian dài, làm tăng áp lực lên cột sống cổ.']",D,Medium,
Q4.065,"4.3_SucKhoeSo",Hãy cho biết ánh sáng xanh từ màn hình thiết bị điện tử ảnh hưởng đến giấc ngủ như thế nào?,"['A. Không có ảnh hưởng đáng kể đến chất lượng giấc ngủ.', 'B. Kích thích não bộ, làm cho người dùng cảm thấy tỉnh táo và khó ngủ hơn.', 'C. Gây ra các cơn ác mộng và làm gián đoạn chu kỳ giấc ngủ.', 'D. Ức chế việc sản xuất melatonin, hormone gây ngủ, dẫn đến rối loạn giấc ngủ.']",D,Medium,
Q4.066,"4.3_SucKhoeSo",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Doomscrolling?,"['A. Chơi game trên điện thoại trong nhiều giờ liên tục.', 'B. Lướt mạng xã hội vô định mà không có mục đích cụ thể.', 'C. Đọc các bình luận tiêu cực về bản thân trên mạng.', 'D. Tiêu thụ một lượng lớn tin tức tiêu cực một cách liên tục, dẫn đến gia tăng cảm giác lo âu và bất lực.']",D,Medium,
Q4.067,"4.3_SucKhoeSo",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ FOMO?,"['A. Chia sẻ quá nhiều thông tin cá nhân trên mạng.', 'B. Tránh xa mạng xã hội và các thiết bị công nghệ.', 'C. Chỉ tham gia vào các hoạt động ngoại tuyến.', 'D. Kiểm tra mạng xã hội một cách ám ảnh để được kết nối liên tục.']",D,Medium,
Q4.068,"4.1_MoiDeDoa",Hãy cho biết ý nghĩa của việc sử dụng quy tắc 20-20-20 là gì?,"['A. Cải thiện chất lượng giấc ngủ.', 'B. Quản lý thời gian sử dụng thiết bị một cách hiệu quả.', 'C. Giảm căng thẳng do quá tải thông tin.', 'D. Bảo vệ mắt khỏi hội chứng thị giác máy tính.']",D,Medium,
Q4.069,"4.1_MoiDeDoa",Hãy cho biết triết lý Tối giản số (Digital Minimalism) là gì?,"['A. Chỉ sử dụng các thiết bị công nghệ có thiết kế tối giản.', 'B. Hoàn toàn loại bỏ công nghệ ra khỏi cuộc sống.', 'C. Sử dụng tất cả các ứng dụng và thiết bị có sẵn một cách tối đa.', 'D. Chỉ sử dụng một cách có chọn lọc những công cụ số thực sự hỗ trợ cho các giá trị mà bạn rất quan tâm.']",D,Medium,
Q4.070,"4.3_SucKhoeSo",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến An sinh số (Digital Well-being)?,"['A. Các mối quan hệ xã hội được hình thành và duy trì qua mạng.', 'B. Sức khỏe thể chất và tâm lý của người dùng khi tương tác với công nghệ.', 'C. Khả năng kiếm tiền và phát triển sự nghiệp trong môi trường số.', 'D. Các yếu tố môi trường bên ngoài như an toàn, an ninh, quyền riêng tư và sự tự chủ.']",D,Medium,
Q4.071,"4.3_SucKhoeSo",Hãy cho biết mối quan hệ giữa An sinh số và Sức khỏe số là gì?,"['A. Sức khỏe số quan trọng hơn An sinh số.', 'B. Chúng là hai khái niệm hoàn toàn độc lập và không liên quan đến nhau.', 'C. An sinh số quan trọng hơn Sức khỏe số.', 'D. Chúng có mối quan hệ cộng sinh, không thể tách rời; An sinh số là nền tảng cho Sức khỏe số và ngược lại.']",D,Medium,
Q4.072,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ thiết kế Nhân văn (Humane Design)?,"['A. Sử dụng các vật liệu thân thiện với môi trường để sản xuất thiết bị.', 'B. Thiết kế các giao diện người dùng đẹp mắt và dễ sử dụng.', 'C. Tạo ra các sản phẩm có thể sử dụng được bởi tất cả mọi người, kể cả người khuyết tật.', 'D. Tạo ra các sản phẩm tôn trọng sự chú ý của người dùng, giảm thiểu các yếu tố gây nghiện và cung cấp cài đặt quyền riêng tư minh bạch.']",D,Medium,
Q4.073,"4.1_MoiDeDoa",Hãy cho biết quy tắc ứng xử trên mạng (Netiquette) là gì?,"['A. Trích dẫn nguồn khi chia sẻ thông tin.', 'B. Luôn luôn đúng giờ trong các cuộc họp trực tuyến.', 'C. Không bao giờ viết in hoa toàn bộ.', 'D. Ghi nhớ yếu tố con người (Remember the Human).']",D,Medium,
Q4.074,"4.1_MoiDeDoa",Hành động nào dưới đây được xem là la hét trong giao tiếp trực tuyến?,"['A. Trả lời tin nhắn ngay lập tức.', 'B. Sử dụng nhiều biểu tượng cảm xúc.', 'C. Gửi quá nhiều tin nhắn liên tục.', 'D. Viết in hoa toàn bộ nội dung tin nhắn.']",D,Medium,
Q4.075,"4.4_CongNgheXanh",Hãy cho biết lý do vì sao việc tư duy trước khi hành động (Think Before You Post/Share) trên môi trường Internet lại quan trọng?,"['A. Một yêu cầu bắt buộc của pháp luật.', 'B. Giúp bạn có nhiều lượt thích và tương tác hơn.', 'C. Giúp bạn tránh bị các nền tảng mạng xã hội chặn tài khoản.', 'D. Mỗi lượt bình luận, chia sẻ đều có sức ảnh hưởng và có thể khuếch đại thông điệp đến mạng lưới của bạn.']",D,Medium,
Q4.076,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Đồng minh số (Digital Allyship)?,"['A. Tạo nhiều tài khoản ảo để ủng hộ cho một quan điểm nào đó.', 'B. Chỉ kết bạn với những người có cùng quan điểm với mình.', 'C. Tham gia vào các nhóm để công kích những người có ý kiến trái chiều.', 'D. Sử dụng vị thế và tiếng nói của mình để ủng hộ và bảo vệ các cá nhân hoặc nhóm người yếu thế trên không gian mạng.']",D,Medium,
Q4.077,"4.1_MoiDeDoa",Bạn hành động như thế nào khi một người dùng trên mạng Internet có biểu hiện bị ảnh hưởng tâm lý?,"['A. Chia sẻ bài đăng của họ với những người bạn khác để tìm sự giúp đỡ.', 'B. Bình luận công khai trên bài đăng của họ để hỏi xem có chuyện gì xảy ra.', 'C. Bỏ qua vì đó là chuyện riêng tư của họ.', 'D. Tiếp cận một cách riêng tư và tế nhị qua tin nhắn riêng để bày tỏ sự quan tâm.']",D,Medium,
Q4.078,"4.1_MoiDeDoa",Vai trò quan trọng nhất của bạn khi hỗ trợ một người bạn đang gặp khó khăn về tâm lý là gì?,"['A. Cố gắng làm cho họ vui lên bằng những câu chuyện hài hước.', 'B. Đưa ra lời khuyên và giải pháp cho vấn đề của họ.', 'C. Kể cho họ nghe những câu chuyện tương tự để họ cảm thấy tốt hơn.', 'D. Lắng nghe không phán xét và kết nối họ với những người có chuyên môn.']",D,Medium,
Q4.079,"4.1_MoiDeDoa","Trong trường hợp khẩn cấp, nếu bạn tin rằng bạn của mình đang có nguy cơ tự hại tức thời, bạn nên làm gì?","['A. Chờ đợi xem tình hình có trở nên tốt hơn không.', 'B. Giữ bí mật vì đó là lời hứa của bạn với họ.', 'C. Cố gắng tự mình giải quyết vấn đề.', 'D. Liên hệ ngay với các dịch vụ khẩn cấp, phòng công tác sinh viên hoặc một người lớn mà bạn tin tưởng.']",D,Medium,
Q4.080,"4.1_MoiDeDoa",Hành động nào dưới đây thể hiện bạn là một công dân số có trách nhiệm trong tương lai?,"['A. Tránh xa các cuộc tranh luận về công nghệ trên mạng xã hội.', 'B. Chỉ sử dụng các công nghệ đã được kiểm chứng là an toàn tuyệt đối.', 'C. Luôn cập nhật các thiết bị và phần mềm mới nhất.', 'D. Tham gia tích cực vào các cuộc đối thoại xã hội để định hình các quy tắc, chuẩn mực và luật lệ cho những công nghệ mới.']",D,Medium,
Q4.081,"4.1_MoiDeDoa",Đặc điểm nào của công nghệ số cho phép thông tin được sao chép và phân phối nhanh chóng mà không làm giảm chất lượng?,"['A. Dữ liệu được chuyển đổi thành dạng số hóa (0 và 1).', 'B. Tín hiệu số ít bị nhiễu và méo mó hơn tín hiệu tương tự.', 'C. Các thiết bị số có khả năng kết nối với nhau qua mạng internet.', 'D. Phần mềm có thể xử lý lượng lớn dữ liệu một cách tự động.']",B,Medium,
Q4.082,"4.1_MoiDeDoa",Thành phần nào dưới đây được ví như trí tuệ và linh hồn của một hệ thống số?,"['A. Dữ liệu (Data).', 'B. Phần cứng (Hardware).', 'C. Mạng và kết nối (Networks and Connectivity).', 'D. Phần mềm (Software).']",D,Medium,
Q4.083,"4.1_MoiDeDoa",Hãy cho biết chức năng chính của thiết bị IoT (Internet of Things) là gì?,"['A. Kết nối các máy tính và thiết bị khác trong một mạng lưới cục bộ.', 'B. Cung cấp dịch vụ và tài nguyên cho các máy tính khác trong mạng.', 'C. Quản lý tài nguyên phần cứng và cung cấp môi trường cho các ứng dụng khác hoạt động.', 'D. Thu thập và trao đổi dữ liệu tự động thông qua các cảm biến được kết nối internet.']",D,Medium,
Q4.084,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ điện toán đám mây (Cloud Computing)?,"['A. Giảm dung lượng lưu trữ cần thiết cho các loại dữ liệu phức tạp như video và hình ảnh.', 'B. Tăng cường khả năng lưu trữ dữ liệu trên các thiết bị cá nhân như điện thoại và máy tính.', 'C. Làm cho việc lưu trữ dữ liệu trở nên kém an toàn hơn do phải phụ thuộc vào bên thứ ba.', 'D. Cho phép người dùng thuê tài nguyên điện toán từ các nhà cung cấp dịch vụ thông qua internet thay vì sở hữu cơ sở hạ tầng vật lý.']",D,Medium,
Q4.085,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ dữ liệu lớn (Big Data)?,"['A. Dễ dàng xử lý bằng các công cụ phân tích thông thường.', 'B. Chỉ bao gồm dữ liệu dạng văn bản và số.', 'C. Được lưu trữ trong các cơ sở dữ liệu truyền thống.', 'D. Khối lượng dữ liệu cực lớn, đa dạng về định dạng và tốc độ cập nhật nhanh.']",D,Medium,
Q4.086,"4.4_CongNgheXanh",Quá trình huấn luyện các mô hình Trí tuệ nhân tạo (AI) đã tạo ra những tác động nào đối với môi trường?,"['A. Gây ô nhiễm tiếng ồn từ các trung tâm dữ liệu.', 'B. Gây ra ô nhiễm nguồn nước do sử dụng nhiều hóa chất.', 'C. Tạo ra một lượng lớn rác thải điện tử từ các máy chủ cũ.', 'D. Tiêu thụ một lượng năng lượng tính toán khổng lồ, tạo ra dấu chân carbon không nhỏ.']",D,Medium,
Q4.087,"4.1_MoiDeDoa",Công nghệ chuỗi khối (Blockchain) được biết đến nhiều nhất thông qua ứng dụng nào?,"['A. Quản lý năng lượng tái tạo.', 'B. Quản lý chuỗi cung ứng.', 'C. Theo dõi nguồn gốc sản phẩm.', 'D. Các loại tiền điện tử như Bitcoin.']",D,Medium,
Q4.088,"4.4_CongNgheXanh",Cơ chế đồng thuận Proof of Work (PoW) của Bitcoin gây ra lo ngại về môi trường vì sao?,"['A. Gây ra các cuộc xung đột về tài nguyên khoáng sản.', 'B. Yêu cầu một lượng lớn nước để làm mát các máy chủ.', 'C. Tạo ra nhiều rác thải điện tử từ các thiết bị khai thác.', 'D. Đòi hỏi sức mạnh tính toán cực lớn và tiêu thụ một lượng năng lượng điện khổng lồ.']",D,Medium,
Q4.089,"4.1_MoiDeDoa",Hãy cho biết điểm khác nhau cơ bản giữa Thực tế ảo (VR) và Thực tế tăng cường (AR) là gì?,"['A. VR là một công nghệ cũ, trong khi AR là một công nghệ mới.', 'B. VR yêu cầu sử dụng kính đặc biệt, trong khi AR chỉ cần điện thoại thông minh.', 'C. VR được sử dụng cho giải trí, trong khi AR được sử dụng cho công việc.', 'D. VR tạo ra một môi trường mô phỏng hoàn toàn, trong khi AR chồng các yếu tố ảo lên thế giới thực.']",D,Medium,
Q4.090,"4.1_MoiDeDoa",Công nghệ số giúp giám sát chất lượng không khí và nước hiệu quả hơn bằng cách nào?,"['A. Khuyến khích người dân sử dụng phương tiện giao thông công cộng.', 'B. Giảm số lượng nhà máy gây ô nhiễm.', 'C. Cung cấp các bộ lọc không khí và nước hiệu quả hơn.', 'D. Triển khai các cảm biến thông minh và hệ thống IoT để thu thập dữ liệu chi tiết theo thời gian thực.']",D,Medium,
Q4.091,"4.1_MoiDeDoa",Nền tảng Global Forest Watch sử dụng công nghệ gì để cung cấp cảnh báo về nạn phá rừng?,"['A. Báo cáo từ người dân địa phương.', 'B. Cảm biến mặt đất.', 'C. Drone giám sát.', 'D. Dữ liệu vệ tinh.']",D,Medium,
Q4.092,"4.1_MoiDeDoa",Hãy cho biết công nghệ số được sử dụng nhằm hỗ trợ bảo vệ động vật hoang dã như thế nào?,"['A. Tạo ra các khu bảo tồn ảo để động vật sinh sống.', 'B. Sử dụng các thiết bị theo dõi gắn GPS và camera bẫy kết nối IoT để theo dõi hành vi và ngăn chặn săn bắn trộm.', 'C. Nhân bản vô tính các loài động vật có nguy cơ tuyệt chủng.', 'D. Cung cấp thức ăn tổng hợp cho động vật hoang dã.']",B,Medium,
Q4.093,"4.1_MoiDeDoa",Lưới điện thông minh (Smart Grid) giúp giảm tổn thất năng lượng và tích hợp năng lượng tái tạo bằng cách nào?,"['A. Xây dựng nhiều nhà máy điện hạt nhân hơn.', 'B. Cân bằng cung cầu điện năng theo thời gian thực và quản lý phân phối điện hiệu quả hơn.', 'C. Yêu cầu người dân giảm mức tiêu thụ điện.', 'D. Thay thế toàn bộ hệ thống dây điện cũ bằng dây điện mới.']",B,Medium,
Q4.094,"4.1_MoiDeDoa","Trong nông nghiệp thông minh, việc sử dụng cảm biến đất và hệ thống IoT mang lại lợi ích gì?","['A. Tăng diện tích đất canh tác.', 'B. Tiết kiệm đáng kể lượng nước, phân bón và thuốc trừ sâu bằng cách cung cấp đúng lượng cần thiết.', 'C. Giảm số lượng nhân công cần thiết.', 'D. Trồng được các loại cây trồng mới không phù hợp với điều kiện địa phương.']",B,Medium,
Q4.095,"4.1_MoiDeDoa",Hệ thống giao thông thông minh (ITS) giúp giảm ùn tắc và khí thải như thế nào?,"['A. Xây dựng thêm nhiều đường cao tốc và cầu vượt.', 'B. Tối ưu hóa luồng di chuyển bằng cách điều khiển đèn giao thông và quản lý luồng xe theo thời gian thực.', 'C. Hạn chế số lượng xe cá nhân được phép lưu thông.', 'D. Khuyến khích người dân đi bộ hoặc đi xe đạp.']",B,Medium,
Q4.096,"4.1_MoiDeDoa",Kinh tế tuần hoàn được thúc đẩy bởi công nghệ số thông qua việc gì?,"['A. Khuyến khích người tiêu dùng mua sắm nhiều hơn để thúc đẩy sản xuất.', 'B. Tạo ra các thị trường trực tuyến cho vật liệu tái chế và sử dụng Blockchain để theo dõi chuỗi cung ứng minh bạch.', 'C. Giảm giá thành của các sản phẩm mới để người tiêu dùng dễ dàng thay thế đồ cũ.', 'D. Đốt rác thải để tạo ra năng lượng.']",B,Medium,
Q4.097,"4.1_MoiDeDoa",Hãy cho biết lựa chọn nào dưới đây mô tả chính xác và đầy đủ nhất liên quan đến thuật ngữ Citizen Science?,"['A. Cung cấp các khóa học trực tuyến miễn phí về khoa học môi trường.', 'B. Cho phép người dân tham gia giám sát môi trường bằng cách sử dụng các ứng dụng di động để thu thập và báo cáo dữ liệu.', 'C. Tổ chức các cuộc thi khoa học cho sinh viên.', 'D. Tài trợ cho các dự án nghiên cứu của các nhà khoa học công dân.']",B,Medium,
Q4.098,"4.1_MoiDeDoa",Hãy cho biết tại sao các trung tâm dữ liệu (Data Centers) lại tiêu thụ một lượng năng lượng khổng lồ?,"['A. Để xây dựng các tòa nhà có khả năng chống chịu thiên tai.', 'B. Để vận hành hàng ngàn máy chủ liên tục 24/7 và duy trì hệ thống làm mát phức tạp.', 'C. Để trả lương cho đội ngũ nhân viên kỹ thuật đông đảo.', 'D. Để mua các phần mềm và giấy phép bản quyền đắt tiền.']",B,Medium,
Q4.099,"4.4_CongNgheXanh",Hãy cho biết vấn đề môi trường nghiêm trọng nhất liên quan đến việc khai thác tiền điện tử như Bitcoin là gì?,"['A. Gây ô nhiễm nguồn nước do sử dụng hóa chất trong quá trình khai thác.', 'B. Tiêu thụ một lượng năng lượng điện cực kỳ lớn', 'C. Tạo ra một lượng lớn rác thải điện tử từ các thiết bị đào lỗi thời.', 'D. Gây ra tiếng ồn lớn ảnh hưởng đến các khu dân cư xung quanh.']",B,Medium,
Q4.100,"4.4_CongNgheXanh",Hãy cho biết nguyên nhân chính tạo ra một lượng lớn rác thải điện tử (e-waste) là gì?,"['A. Thiếu các chương trình thu gom và tái chế hiệu quả.', 'B. Tốc độ lỗi thời nhanh chóng của các thiết bị và chu kỳ nâng cấp ngắn ngủi của người tiêu dùng.', 'C. Giá thành của các thiết bị mới ngày càng rẻ.', 'D. Người tiêu dùng không biết cách xử lý các thiết bị cũ.']",B,Medium,
Q4.101,"4.3_SucKhoeSo",Hãy cho biết lý do khiến rác thải điện tử lại nguy hiểm đối với môi trường và sức khỏe con người?,"['A. Chiếm quá nhiều diện tích trong các bãi chôn lấp.', 'B. Chứa nhiều kim loại nặng và hóa chất độc hại như chì, thủy ngân, cadmium có thể rò rỉ ra môi trường.', 'C. Có thể gây cháy nổ nếu không được lưu trữ đúng cách.', 'D. Làm giảm giá trị thẩm mỹ của cảnh quan.']",B,Medium,
Q4.102,"4.1_MoiDeDoa",Kim loại xung đột (Conflict minerals) là gì? Hãy lựa chọn đáp án đúng nhất.,"['A. Các kim loại có tính chất hóa học đối kháng nhau và không thể được sử dụng cùng lúc trong một thiết bị.', 'B. Các khoáng sản được khai thác ở các vùng có xung đột vũ trang và việc buôn bán chúng có thể tài trợ cho các nhóm vũ trang.', 'C. Các kim loại quý hiếm mà các quốc gia tranh giành quyền sở hữu.', 'D. Các kim loại khó khai thác và đòi hỏi công nghệ cao.']",B,Medium,
Q4.103,"4.1_MoiDeDoa",Dấu chân carbon của chuỗi cung ứng trong ngành công nghệ chủ yếu đến từ đâu?,"['A. Việc đóng gói sản phẩm bằng các vật liệu không thể tái chế.', 'B. Quá trình vận chuyển linh kiện và sản phẩm trên toàn cầu bằng các phương tiện sử dụng nhiên liệu hóa thạch.', 'C. Chi phí quảng cáo và tiếp thị sản phẩm trên toàn thế giới.', 'D. Việc lưu trữ sản phẩm trong các nhà kho lớn.']",B,Medium,
Q4.104,"4.1_MoiDeDoa",Hãy cho biết đáp án nào dưới đây mô tả cho hiệu ứng Rebound Effect?,"['A. Việc tái chế một sản phẩm lại tốn nhiều năng lượng hơn là sản xuất một sản phẩm mới.', 'B. Việc cải thiện hiệu quả sử dụng một tài nguyên lại dẫn đến việc tăng tổng mức tiêu thụ tài nguyên đó.', 'C. Việc sử dụng năng lượng tái tạo lại gây ra các vấn đề môi trường khác.', 'D. Việc nâng cao nhận thức về môi trường lại khiến người ta tiêu thụ nhiều hơn.']",B,Medium,
Q4.105,"4.4_CongNgheXanh",Hãy cho biết giải pháp nhằm giảm thiểu rác thải điện tử là gì?,"['A. Chỉ mua các thiết bị từ các thương hiệu lớn và uy tín.', 'B. Kéo dài vòng đời sử dụng của thiết bị, sửa chữa, tái sử dụng thay vì vứt bỏ.', 'C. Vứt bỏ các thiết bị cũ vào thùng rác tái chế thông thường.', 'D. Tháo dỡ các thiết bị cũ để lấy các linh kiện còn sử dụng được.']",B,Medium,
Q4.106,"4.1_MoiDeDoa",Hãy cho biết chính sách trách nhiệm mở rộng đối với các nhà sản xuất (EPR) là gì?,"['A. Chỉ sản xuất các thiết bị tiết kiệm năng lượng.', 'B. Chịu trách nhiệm về toàn bộ vòng đời của sản phẩm, từ thiết kế đến thu gom và tái chế.', 'C. Cung cấp bảo hành dài hạn cho tất cả các sản phẩm.', 'D. Giảm giá thành sản phẩm để người tiêu dùng dễ dàng tiếp cận.']",B,Medium,
Q4.107,"4.1_MoiDeDoa",Hãy cho biết chính phủ có thể khuyến khích các công ty công nghệ sử dụng năng lượng tái tạo bằng cách nào?,"['A. Bắt buộc tất cả các trung tâm dữ liệu phải tự sản xuất năng lượng.', 'B. Đưa ra các ưu đãi thuế, trợ cấp hoặc các khoản vay ưu đãi.', 'C. Tăng giá điện từ các nguồn năng lượng hóa thạch.', 'D. Cấm xây dựng các trung tâm dữ liệu mới.']",B,Medium,
Q4.108,"4.1_MoiDeDoa",Hãy cho biết mục tiêu của việc thúc đẩy kinh tế tuần hoàn trong lĩnh vực công nghệ là gì?,"['A. Tạo ra một chu trình sản xuất và tiêu dùng liên tục không có điểm dừng.', 'B. Thiết kế sản phẩm dễ dàng sửa chữa, nâng cấp và tháo rời để tái chế, giảm khai thác tài nguyên mới.', 'C. Khuyến khích người tiêu dùng liên tục mua các sản phẩm mới để thúc đẩy kinh tế.', 'D. Tái sử dụng các thiết bị cũ mà không cần sửa chữa hay nâng cấp.']",B,Medium,
Q4.109,"4.1_MoiDeDoa",Hãy cho biết chỉ số khả năng sửa chữa mà nước Pháp đã ban hành nhằm mục đích gì?,"['A. Xếp hạng các cửa hàng sửa chữa dựa trên chất lượng dịch vụ.', 'B. Khuyến khích người tiêu dùng lựa chọn các sản phẩm điện tử dễ sửa chữa hơn.', 'C. Cung cấp hướng dẫn sửa chữa chi tiết cho tất cả các loại thiết bị.', 'D. Đánh giá độ bền của các sản phẩm điện tử.']",B,Medium,
